name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	durability	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Ist Rune	1	100	51	0	51			21	0	0		1	67760		r24	r24	r24		r24	r24	r24	16	1	1	0	0	0	flprun	invrIst		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gul Rune	1	100	53	0	53			22	0	0		1	74060		r25	r25	r25		r25	r25	r25	16	1	1	0	0	0	flprun	invrGul		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vex Rune	1	100	55	0	55			23	0	0		1	80640		r26	r26	r26		r26	r26	r26	16	1	1	0	0	0	flprun	invrVex		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ohm Rune	1	100	57	0	57			24	0	0		1	87500		r27	r27	r27		r27	r27	r27	16	1	1	0	0	0	flprun	invrOhm		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lo Rune	1	100	59	0	59			25	0	0		1	94640		r28	r28	r28		r28	r28	r28	16	1	1	0	0	0	flprun	invrLo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sur Rune	1	100	61	0	61			26	0	0		1	102060		r29	r29	r29		r29	r29	r29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ber Rune	1	100	63	0	63			27	0	0		1	109760		r30	r30	r30		r30	r30	r30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune	1	100	65	0	65			28	0	0		1	117740		r31	r31	r31		r31	r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune	1	100	67	0	67			29	0	0		1	126000		r32	r32	r32		r32	r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune	1	100	69	0	69			30	0	0		1	134540		r33	r33	r33		r33	r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel	0	100	1	1	0			8	1	0		1	1000		jew	gpw	jew		jew	jew	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Malah's Potion	0	100	0	0	0			999	0	0		1	10000		ice	scr	ice		ice	ice	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Knowledge	0	100	0	0	0			0	1	0		1	100		0sc	rsc	0sc		0sc	0sc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Resistance	1	100	0	0	0			999	0	0		1	0		tr2	scr	tr2		tr2	tr2	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror	0	100	0	0	0			1	0	0		1	99999		pk1	key	pk1		pk1	pk1	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate	0	100	0	0	0			1	0	0		1	99999		pk2	key	pk2		pk2	pk2	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction	0	100	0	0	0			1	0	0		1	99999		pk3	key	pk3		pk3	pk3	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0	0			1	0	0		1	80		dhn	fng	dhn		dhn	dhn	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0	0			1	0	0		1	80		bey	eyz	bey		bey	bey	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0	0			1	0	0		1	80		mbr	brz	mbr		mbr	mbr	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0	0			999	0	0		1	99999		toa	toa	toa		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Twisted Essence of Suffering	0	100	0	0	0			1	0	0		1	10000		tes	fng	tes		tes	tes	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essense of Hatred	0	100	0	0	0			1	0	0		1	10000		ceh	eyz	ceh		ceh	ceh	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0	0			1	0	0		1	10000		bet	fng	bet		bet	bet	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0	0			1	0	0		1	10000		fed	brz	fed		fed	fed	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard of Heroes	0	100	90	0	90			4	1	0		1	2000		std	flg	std		std	std	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Amethyst Stack	0	0	0	0	1			2	1	0		1	500		zcv	gcv	gcv		zcv	zcv	zcv	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Amethyst Stack	0	0	0	0	5			3	1	0		1	1500		zfv	gfv	gfv		zfv	zfv	zfv	16	1	1	0	0	0	flpgsv	invgsvb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amethyst Stack	0	0	0	0	12			4	1	0		1	5000		zsv	gsv	gsv		zsv	zsv	zsv	16	1	1	0	0	0	flpgsv	invgsvc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gzv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Amethyst Stack	0	0	0	0	15			5	1	0		1	15000		zzv	gzv	gzv		zzv	zzv	zzv	16	1	1	0	0	0	flpgsv	invgsvd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpv	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Amethyst Stack	0	0	0	0	18			6	1	0		1	30000		zpv	gpv	gpv		zpv	zpv	zpv	16	1	1	0	0	0	flpgsv	invgsve		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Topaz Stack	0	0	0	0	1			3	1	0		1	500		zcy	gcy	gcy		zcy	zcy	zcy	16	1	1	0	0	0	flpgsy	invgsya		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Topaz Stack	0	0	0	0	5			4	1	0		1	1500		zfy	gfy	gfy		zfy	zfy	zfy	16	1	1	0	0	0	flpgsy	invgsyb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Topaz Stack	0	0	0	0	12			5	1	0		1	5000		zsy	gsy	gsy		zsy	zsy	zsy	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gly	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Topaz Stack	0	0	0	0	15			6	1	0		1	15000		zly	gly	gly		zly	zly	zly	16	1	1	0	0	0	flpgsy	invgsyd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpy	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Topaz Stack	0	0	0	0	18			7	1	0		1	30000		zpy	gpy	gpy		zpy	zpy	zpy	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Sapphire Stack	0	0	0	0	1			4	1	0		1	500		zcb	gcb	gcb		zcb	zcb	zcb	16	1	1	0	0	0	flpgsb	invgsba		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Sapphire Stack	0	0	0	0	5			5	1	0		1	1500		zfb	gfb	gfb		zfb	zfb	zfb	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sapphire Stack	0	0	0	0	12			6	1	0		1	5000		zsb	gsb	gsb		zsb	zsb	zsb	16	1	1	0	0	0	flpgsb	invgsbc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	glb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Sapphire Stack	0	0	0	0	15			7	1	0		1	15000		qlb	glb	glb		qlb	qlb	qlb	16	1	1	0	0	0	flpgsb	invgsbd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpb	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Sapphire Stack	0	0	0	0	18			8	1	0		1	30000		zpb	gpb	gpb		zpb	zpb	zpb	16	1	1	0	0	0	flpgsb	invgsbe		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Emerald Stack	0	0	0	0	1			5	1	0		1	500		zcg	gcg	gcg		zcg	zcg	zcg	16	1	1	0	0	0	flpgsg	invgsga		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Emerald Stack	0	0	0	0	5			6	1	0		1	1500		zfg	gfg	gfg		zfg	zfg	zfg	16	1	1	0	0	0	flpgsg	invgsgb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Emerald Stack	0	0	0	0	12			7	1	0		1	5000		zsg	gsg	gsg		zsg	zsg	zsg	16	1	1	0	0	0	flpgsg	invgsgc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	glg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Emerald Stack	0	0	0	0	15			8	1	0		1	15000		zlg	glg	glg		zlg	zlg	zlg	16	1	1	0	0	0	flpgsg	invgsgd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpg	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Emerald Stack	0	0	0	0	18			9	1	0		1	30000		zpg	gpg	gpg		zpg	zpg	zpg	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Ruby Stack	0	0	0	0	1			6	1	0		1	500		zcr	gcr	gcr		zcr	zcr	zcr	16	1	1	0	0	0	flpgsr	invgsra		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Ruby Stack	0	0	0	0	5			7	1	0		1	1500		zfr	gfr	gfr		zfr	zfr	zfr	16	1	1	0	0	0	flpgsr	invgsrb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ruby Stack	0	0	0	0	12			8	1	0		1	5000		zsr	gsr	gsr		zsr	zsr	zsr	16	1	1	0	0	0	flpgsr	invgsrc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	glr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Ruby Stack	0	0	0	0	15			9	1	0		1	15000		zlr	glr	glr		zlr	zlr	zlr	16	1	1	0	0	0	flpgsr	invgsrd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpr	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Ruby Stack	0	0	0	0	18			10	1	0		1	30000		zpr	gpr	gpr		zpr	zpr	zpr	16	1	1	0	0	0	flpgsr	invgsre		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Diamond Stack	0	0	0	0	1			7	1	0		1	500		zcw	gcw	gcw		zcw	zcw	zcw	16	1	1	0	0	0	flpgsw	invgswa		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gfw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Diamond Stack	0	0	0	0	5			8	1	0		1	1500		zfw	gfw	gfw		zfw	zfw	zfw	16	1	1	0	0	0	flpgsw	invgswb		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gsw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diamond Stack	0	0	0	0	12			9	1	0		1	5000		zsw	gsw	gsw		zsw	zsw	zsw	16	1	1	0	0	0	flpgsw	invgswc		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	glw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Diamond Stack	0	0	0	0	15			10	1	0		1	15000		zlw	glw	glw		zlw	zlw	zlw	16	1	1	0	0	0	flpgsw	invgswd		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	gpw	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Diamond Stack	0	0	0	0	18			11	1	0		1	30000		zpw	gpw	gpw		zpw	zpw	zpw	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	sgem		item_gem	12	item_gem	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Skull Stack	0	0	0	0	1			8	1	0		1	1000		zkc	skc	skc		zkc	zkc	zkc	16	1	1	0	0	0	flpskl	invskc		0	xxx			0	sgem		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	skf	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Skull Stack	0	0	0	0	5			9	1	0		1	3000		zkf	skf	skf		zkf	zkf	zkf	16	1	1	0	0	0	flpskl	invskf		0	xxx			0	sgem		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	sku	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Skull Stack	0	0	0	0	12			10	1	0		1	10000		zku	sku	sku		zku	zku	zku	16	1	1	0	0	0	flpskl	invsku		0	xxx			0	sgem		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	skl	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Skull Stack	0	0	0	0	15			11	1	0		1	30000		zkl	skl	skl		zkl	zkl	zkl	16	1	1	0	0	0	flpskl	invskl		0	xxx			0	sgem		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	skz	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Skull Stack	0	0	0	0	18			12	1	0		1	100000		zkz	skz	skz		zkz	zkz	zkz	16	1	1	0	0	0	flpskl	invskz		0	xxx			0	sgem		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableGem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
El Rune Stack	0	100	11	0	11			1	1	0		1	560		s01	r01	r01		s01	s01	s01	16	1	1	0	0	0	flprun	invrEl		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eld Rune Stack	0	100	11	0	11			1	1	0		1	560		s02	r02	r02		s02	s02	s02	16	1	1	0	0	0	flprun	invrEld		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tir Rune Stack	0	100	13	0	13			2	1	0		1	1260		s03	r03	r03		s03	s03	s03	16	1	1	0	0	0	flprun	invrTir		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Nef Rune Stack	0	100	13	0	13			2	1	0		1	1260		s04	r04	r04		s04	s04	s04	16	1	1	0	0	0	flprun	invrNef		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eth Rune Stack	0	100	15	0	15			3	1	0		1	2240		s05	r05	r05		s05	s05	s05	16	1	1	0	0	0	flprun	invrEth		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
